1518734730413367297,@MrVersatility23 @SeanDeveney @Lakers @BrooklynNets @nyknicks @MiamiHEAT @celtics @HeavySan Yea. The proof is turni… https://t.co/K7Cj8fmWIO
1518734592240402437,@daijon504 @imjaewilliams @Lakers https://t.co/BWUBY62rWf 👈🏿 KARMA…. 4-1 —-4-0 don’t matter it’s a sweep 👇🏿🦉💧🫡 https://t.co/64VM3kATcD
1518734505070280706,@fntilikinastan @SeanDeveney @Lakers @BrooklynNets @nyknicks @MiamiHEAT @celtics @HeavySan He’s not playing 20 min… https://t.co/dFKgrXXTco
1518734482383245312,@lakers @nba @nets @PatMcAfeeShow it's funny how people say LeBron's legacy is ruined by this season but we forget… https://t.co/EL1A4w8jXF
1518734135875022849,We getting KD and Steph next year or what @Lakers ??
1518734105244053504,@REALZ2NY @SeanDeveney @Lakers @BrooklynNets @nyknicks @MiamiHEAT @celtics @HeavySan It’s 2022 lmao
1518733901484552192,Somehow my @Lakers will get looped into the discussion about why the @BrooklynNets were embarrassed by the @celtics… https://t.co/XxODAZj1Bj
1518733715257671687,@daijon504 @imjaewilliams @Lakers I’m UP 🦉👇🏿💧 https://t.co/IuAZ2upMSj https://t.co/cTzsXTmpvx
1518733410986078209,@daijon504 @imjaewilliams @Lakers 🦉🤫💧👇🏿 https://t.co/n0EgT7RIjz https://t.co/1SCYeZ9ls6
1518733352358010880,@samson86_ @BrooklynNets @Lakers They should have kept frank tho
1518733050078760971,@daijon504 @imjaewilliams @Lakers 🦉👇🏿🫡 https://t.co/5irAaP8rP3 https://t.co/0XG622yRmR
1518732760206266368,"RT @SeanDeveney: Source says @Lakers are the ""starting point"" if Carmelo Anthony plays next year.

- Exec: ""mutual interest"" if he wants to…"
1518732653779898372,@daijon504 @imjaewilliams @Lakers BOSTON Defense LOCK no key 👇🏿🫡🦉💧 https://t.co/m4BFdB0ZVV
1518732373562638336,"😱😱 The @lakers #Lakers #LALakers #Legend himself #ACGreen 🔥🔥🔥🔥🔥

@cryptocomarena @laliveofficial #LALive… https://t.co/GYlKGxL9pr"
1518732243077898240,@Lizzy_YaDigg @BrooklynNets Or the @Lakers
1518731522483838976,@daijon504 @imjaewilliams @Lakers Key words “last year” this year tho …. YO turn 🦉👇🏿💧😂😂😂😂🫡 4-0 first rd https://t.co/1eEiuu6zgi
1518731334054674435,@Lakers @bibigoUSA Happy Birthday to you Mr. Goodrich
