1518757075223994376,RT @2chainz: we pulled up to the  @ATLHawks game last night …. To show &amp; spread some Love https://t.co/SeSkHWqx7D
1518757053161824257,@c_j_m82 @ATLHawks @StateFarmArena Ouch 🤣
1518756904994054145,I see why @ATLHawks dropped him 🤷🏾💯🤣 https://t.co/ABYn7gXyXY
1518755741695451136,RT @ATLHawks: Won't back down. #BelieveAtlanta https://t.co/iITKwy19ng
1518755471523565569,"RT @theatlantavoice: The @atlhawks took an L tonight… But we won because we saw our friend, Gwinnett’s Very Own, @taylorrooks!

#TrueToAtla…"
1518755378498093058,"RT @gallinari8888: #BelieveAtlanta 

@ATLHawks https://t.co/HbmJqFSI3e"
1518755221576507394,RT @beINSPORTSNews: 🏀 ميامي هيت @MiamiHEAT يقترب من بلوغ نصف نهائي الشرق بتحقيقه الفوز الثالث على أتلانتا هوكس @ATLHawks بـ110 - 86 ضمن سلس…
1518753805592055809,@ATLHawks Did the other night
1518753776936620032,RT @ATLHawks: Won't back down. #BelieveAtlanta https://t.co/iITKwy19ng
1518753766350237696,RT @2chainz: we pulled up to the  @ATLHawks game last night …. To show &amp; spread some Love https://t.co/SeSkHWqx7D
1518753709060247552,RT @2chainz: we pulled up to the  @ATLHawks game last night …. To show &amp; spread some Love https://t.co/SeSkHWqx7D
1518753567246585856,"RT @ATLHawks: World Champs in the building 💍

@Braves #BelieveAtlanta https://t.co/NhTdxBpzky"
1518753080136900609,"RT @ATLHawks: World Champs in the building 💍

@Braves #BelieveAtlanta https://t.co/NhTdxBpzky"
1518752549796470784,@ATLHawks I’m good.Fools gold.
1518751142410219520,@ATLHawks @emoryhealthcare clint jus played ??
1518750914315800576,"RT @ATLHawks: Dre led the team with 24 PTS last night

📊 69.2 FG% (9/13) | 66.7 3P% (4/6)

@DreHunter x @UPS https://t.co/bSX5kqT4mX"
1518750606021865473,RT @ATLHawks: https://t.co/SNvTH78xSd
1518750486261903361,"RT @gallinari8888: #BelieveAtlanta 

@ATLHawks https://t.co/HbmJqFSI3e"
1518749708092649473,"RT @ATLHawks: Dre led the team with 24 PTS last night

📊 69.2 FG% (9/13) | 66.7 3P% (4/6)

@DreHunter x @UPS https://t.co/bSX5kqT4mX"
1518749543885594625,RT @2chainz: we pulled up to the  @ATLHawks game last night …. To show &amp; spread some Love https://t.co/SeSkHWqx7D
1518749396392886273,@bloodmoneyclub @MiamiHEAT @ATLHawks Get it!
1518749349458726912,"RT @bloodmoneyclub: Blood Money Social Club Giveaway

Giving away 2 @MiamiHEAT #NBA playoff tickets for tomorrow against the @ATLHawks in M…"
1518748384378732544,RT @NoDaysOff__10: Atlanta Sports gotta get right!! @Braves @ATLHawks @AtlantaFalcons @ATLUTD @GAFollowers #Hawks #Braves #Falcons #ATLUTD…
1518747923164667909,@gallinari8888 @ATLHawks you not lebron 💀
1518747589013020672,@putemupcdukes @ATLHawks https://t.co/iV56k5ThfS
1518747153035763712,@VChandler10 @ATLHawks We still can though highly unlikely. One never knows 👏🤣🤙
1518746874475425799,@t8dav @putemupcdukes @ATLHawks Completely disagree. Is he Lebron and can take an average team to the finals? No. B… https://t.co/nk9cX64a4q
1518746779482828800,@sportsgrill @MiamiHEAT @ATLHawks Miami 110 ATL 95
1518746681097039872,@ATLHawks As I watch the playoffs I see most other teams play with a toughness and their younger players making sig… https://t.co/nWIbhoow5N
